time_step,sector_id,row,col,x,y,true_status,label,treatment_timer,wind_speed,wind_direction,humidity,season_multiplier,neighbors
0,33,3,3,3.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"22,23,24,32,34,42,43,44"
0,34,3,4,4.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"23,24,25,33,35,43,44,45"
0,35,3,5,5.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"24,25,26,34,36,44,45,46"
0,36,3,6,6.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"25,26,27,35,37,45,46,47"
0,37,3,7,7.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"26,27,28,36,38,46,47,48"
0,38,3,8,8.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"27,28,29,37,39,47,48,49"
0,39,3,9,9.0,3.0,0,healthy,0,5.75,43.62,56.94,0.8,"28,29,38,48,49"
0,40,4,0,0.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"30,31,41,50,51"
0,41,4,1,1.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"30,31,32,40,42,50,51,52"
0,42,4,2,2.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"31,32,33,41,43,51,52,53"
0,43,4,3,3.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"32,33,34,42,44,52,53,54"
0,44,4,4,4.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"33,34,35,43,45,53,54,55"
0,45,4,5,5.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"34,35,36,44,46,54,55,56"
0,46,4,6,6.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"35,36,37,45,47,55,56,57"
0,47,4,7,7.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"36,37,38,46,48,56,57,58"
0,48,4,8,8.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"37,38,39,47,49,57,58,59"
0,49,4,9,9.0,4.0,0,healthy,0,5.75,43.62,56.94,0.8,"38,39,48,58,59"
0,50,5,0,0.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"40,41,51,60,61"
0,51,5,1,1.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"40,41,42,50,52,60,61,62"
0,52,5,2,2.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"41,42,43,51,53,61,62,63"
0,53,5,3,3.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"42,43,44,52,54,62,63,64"
0,54,5,4,4.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"43,44,45,53,55,63,64,65"
0,55,5,5,5.0,5.0,1,infected,20,5.75,43.62,56.94,0.8,"44,45,46,54,56,64,65,66"
0,56,5,6,6.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"45,46,47,55,57,65,66,67"
0,57,5,7,7.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"46,47,48,56,58,66,67,68"
0,58,5,8,8.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"47,48,49,57,59,67,68,69"
0,59,5,9,9.0,5.0,0,healthy,0,5.75,43.62,56.94,0.8,"48,49,58,68,69"
0,60,6,0,0.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"50,51,61,70,71"
0,61,6,1,1.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"50,51,52,60,62,70,71,72"
0,62,6,2,2.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"51,52,53,61,63,71,72,73"
0,63,6,3,3.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"52,53,54,62,64,72,73,74"
0,64,6,4,4.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"53,54,55,63,65,73,74,75"
0,65,6,5,5.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"54,55,56,64,66,74,75,76"
0,66,6,6,6.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"55,56,57,65,67,75,76,77"
0,67,6,7,7.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"56,57,58,66,68,76,77,78"
0,68,6,8,8.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"57,58,59,67,69,77,78,79"
0,69,6,9,9.0,6.0,0,healthy,0,5.75,43.62,56.94,0.8,"58,59,68,78,79"
0,70,7,0,0.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"60,61,71,80,81"
0,71,7,1,1.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"60,61,62,70,72,80,81,82"
0,72,7,2,2.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"61,62,63,71,73,81,82,83"
0,73,7,3,3.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"62,63,64,72,74,82,83,84"
0,74,7,4,4.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"63,64,65,73,75,83,84,85"
0,75,7,5,5.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"64,65,66,74,76,84,85,86"
0,76,7,6,6.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"65,66,67,75,77,85,86,87"
0,77,7,7,7.0,7.0,1,infected,20,5.75,43.62,56.94,0.8,"66,67,68,76,78,86,87,88"
0,78,7,8,8.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"67,68,69,77,79,87,88,89"
0,79,7,9,9.0,7.0,0,healthy,0,5.75,43.62,56.94,0.8,"68,69,78,88,89"
0,80,8,0,0.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"70,71,81,90,91"
0,81,8,1,1.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"70,71,72,80,82,90,91,92"
0,82,8,2,2.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"71,72,73,81,83,91,92,93"
0,83,8,3,3.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"72,73,74,82,84,92,93,94"
0,84,8,4,4.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"73,74,75,83,85,93,94,95"
0,85,8,5,5.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"74,75,76,84,86,94,95,96"
0,86,8,6,6.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"75,76,77,85,87,95,96,97"
0,87,8,7,7.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"76,77,78,86,88,96,97,98"
0,88,8,8,8.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"77,78,79,87,89,97,98,99"
0,89,8,9,9.0,8.0,0,healthy,0,5.75,43.62,56.94,0.8,"78,79,88,98,99"
0,90,9,0,0.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"80,81,91"
0,91,9,1,1.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"80,81,82,90,92"
0,92,9,2,2.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"81,82,83,91,93"
0,93,9,3,3.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"82,83,84,92,94"
0,94,9,4,4.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"83,84,85,93,95"
0,95,9,5,5.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"84,85,86,94,96"
0,96,9,6,6.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"85,86,87,95,97"
0,97,9,7,7.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"86,87,88,96,98"
0,98,9,8,8.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"87,88,89,97,99"
0,99,9,9,9.0,9.0,0,healthy,0,5.75,43.62,56.94,0.8,"88,89,98"
1,0,0,0,0.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"1,10,11"
1,1,0,1,1.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"0,2,10,11,12"
1,2,0,2,2.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"1,3,11,12,13"
1,3,0,3,3.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"2,4,12,13,14"
1,4,0,4,4.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"3,5,13,14,15"
1,5,0,5,5.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"4,6,14,15,16"
1,6,0,6,6.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"5,7,15,16,17"
1,7,0,7,7.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"6,8,16,17,18"
1,8,0,8,8.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"7,9,17,18,19"
1,9,0,9,9.0,0.0,0,healthy,0,7.28,43.91,55.17,0.817,"8,18,19"
1,10,1,0,0.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"0,1,11,20,21"
1,11,1,1,1.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"0,1,2,10,12,20,21,22"
1,12,1,2,2.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"1,2,3,11,13,21,22,23"
1,13,1,3,3.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"2,3,4,12,14,22,23,24"
1,14,1,4,4.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"3,4,5,13,15,23,24,25"
1,15,1,5,5.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"4,5,6,14,16,24,25,26"
1,16,1,6,6.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"5,6,7,15,17,25,26,27"
1,17,1,7,7.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"6,7,8,16,18,26,27,28"
1,18,1,8,8.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"7,8,9,17,19,27,28,29"
1,19,1,9,9.0,1.0,0,healthy,0,7.28,43.91,55.17,0.817,"8,9,18,28,29"
1,20,2,0,0.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"10,11,21,30,31"
1,21,2,1,1.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"10,11,12,20,22,30,31,32"
1,22,2,2,2.0,2.0,1,infected,19,7.28,43.91,55.17,0.817,"11,12,13,21,23,31,32,33"
1,23,2,3,3.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"12,13,14,22,24,32,33,34"
1,24,2,4,4.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"13,14,15,23,25,33,34,35"
1,25,2,5,5.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"14,15,16,24,26,34,35,36"
1,26,2,6,6.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"15,16,17,25,27,35,36,37"
1,27,2,7,7.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"16,17,18,26,28,36,37,38"
1,28,2,8,8.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"17,18,19,27,29,37,38,39"
1,29,2,9,9.0,2.0,0,healthy,0,7.28,43.91,55.17,0.817,"18,19,28,38,39"
1,30,3,0,0.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"20,21,31,40,41"
1,31,3,1,1.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"20,21,22,30,32,40,41,42"
1,32,3,2,2.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"21,22,23,31,33,41,42,43"
1,33,3,3,3.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"22,23,24,32,34,42,43,44"
1,34,3,4,4.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"23,24,25,33,35,43,44,45"
1,35,3,5,5.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"24,25,26,34,36,44,45,46"
1,36,3,6,6.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"25,26,27,35,37,45,46,47"
1,37,3,7,7.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"26,27,28,36,38,46,47,48"
1,38,3,8,8.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"27,28,29,37,39,47,48,49"
1,39,3,9,9.0,3.0,0,healthy,0,7.28,43.91,55.17,0.817,"28,29,38,48,49"
1,40,4,0,0.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"30,31,41,50,51"
1,41,4,1,1.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"30,31,32,40,42,50,51,52"
1,42,4,2,2.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"31,32,33,41,43,51,52,53"
1,43,4,3,3.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"32,33,34,42,44,52,53,54"
1,44,4,4,4.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"33,34,35,43,45,53,54,55"
1,45,4,5,5.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"34,35,36,44,46,54,55,56"
1,46,4,6,6.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"35,36,37,45,47,55,56,57"
1,47,4,7,7.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"36,37,38,46,48,56,57,58"
1,48,4,8,8.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"37,38,39,47,49,57,58,59"
1,49,4,9,9.0,4.0,0,healthy,0,7.28,43.91,55.17,0.817,"38,39,48,58,59"
1,50,5,0,0.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"40,41,51,60,61"
1,51,5,1,1.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"40,41,42,50,52,60,61,62"
1,52,5,2,2.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"41,42,43,51,53,61,62,63"
1,53,5,3,3.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"42,43,44,52,54,62,63,64"
1,54,5,4,4.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"43,44,45,53,55,63,64,65"
1,55,5,5,5.0,5.0,1,infected,19,7.28,43.91,55.17,0.817,"44,45,46,54,56,64,65,66"
1,56,5,6,6.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"45,46,47,55,57,65,66,67"
1,57,5,7,7.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"46,47,48,56,58,66,67,68"
1,58,5,8,8.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"47,48,49,57,59,67,68,69"
1,59,5,9,9.0,5.0,0,healthy,0,7.28,43.91,55.17,0.817,"48,49,58,68,69"
1,60,6,0,0.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"50,51,61,70,71"
1,61,6,1,1.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"50,51,52,60,62,70,71,72"
1,62,6,2,2.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"51,52,53,61,63,71,72,73"
1,63,6,3,3.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"52,53,54,62,64,72,73,74"
1,64,6,4,4.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"53,54,55,63,65,73,74,75"
1,65,6,5,5.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"54,55,56,64,66,74,75,76"
1,66,6,6,6.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"55,56,57,65,67,75,76,77"
1,67,6,7,7.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"56,57,58,66,68,76,77,78"
1,68,6,8,8.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"57,58,59,67,69,77,78,79"
1,69,6,9,9.0,6.0,0,healthy,0,7.28,43.91,55.17,0.817,"58,59,68,78,79"
1,70,7,0,0.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"60,61,71,80,81"
1,71,7,1,1.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"60,61,62,70,72,80,81,82"
1,72,7,2,2.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"61,62,63,71,73,81,82,83"
1,73,7,3,3.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"62,63,64,72,74,82,83,84"
1,74,7,4,4.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"63,64,65,73,75,83,84,85"
1,75,7,5,5.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"64,65,66,74,76,84,85,86"
1,76,7,6,6.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"65,66,67,75,77,85,86,87"
1,77,7,7,7.0,7.0,1,infected,19,7.28,43.91,55.17,0.817,"66,67,68,76,78,86,87,88"
1,78,7,8,8.0,7.0,1,infected,20,7.28,43.91,55.17,0.817,"67,68,69,77,79,87,88,89"
1,79,7,9,9.0,7.0,0,healthy,0,7.28,43.91,55.17,0.817,"68,69,78,88,89"
1,80,8,0,0.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"70,71,81,90,91"
1,81,8,1,1.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"70,71,72,80,82,90,91,92"
1,82,8,2,2.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"71,72,73,81,83,91,92,93"
1,83,8,3,3.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"72,73,74,82,84,92,93,94"
1,84,8,4,4.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"73,74,75,83,85,93,94,95"
1,85,8,5,5.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"74,75,76,84,86,94,95,96"
1,86,8,6,6.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"75,76,77,85,87,95,96,97"
1,87,8,7,7.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"76,77,78,86,88,96,97,98"
1,88,8,8,8.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"77,78,79,87,89,97,98,99"
1,89,8,9,9.0,8.0,0,healthy,0,7.28,43.91,55.17,0.817,"78,79,88,98,99"
1,90,9,0,0.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"80,81,91"
1,91,9,1,1.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"80,81,82,90,92"
1,92,9,2,2.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"81,82,83,91,93"
1,93,9,3,3.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"82,83,84,92,94"
1,94,9,4,4.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"83,84,85,93,95"
1,95,9,5,5.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"84,85,86,94,96"
1,96,9,6,6.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"85,86,87,95,97"
1,97,9,7,7.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"86,87,88,96,98"
1,98,9,8,8.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"87,88,89,97,99"
1,99,9,9,9.0,9.0,0,healthy,0,7.28,43.91,55.17,0.817,"88,89,98"
2,0,0,0,0.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"1,10,11"
2,1,0,1,1.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"0,2,10,11,12"
2,2,0,2,2.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"1,3,11,12,13"
2,3,0,3,3.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"2,4,12,13,14"
2,4,0,4,4.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"3,5,13,14,15"
2,5,0,5,5.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"4,6,14,15,16"
2,6,0,6,6.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"5,7,15,16,17"
2,7,0,7,7.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"6,8,16,17,18"
2,8,0,8,8.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"7,9,17,18,19"
2,9,0,9,9.0,0.0,0,healthy,0,7.37,55.17,55.33,0.835,"8,18,19"
2,10,1,0,0.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"0,1,11,20,21"
2,11,1,1,1.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"0,1,2,10,12,20,21,22"
2,12,1,2,2.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"1,2,3,11,13,21,22,23"
2,13,1,3,3.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"2,3,4,12,14,22,23,24"
2,14,1,4,4.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"3,4,5,13,15,23,24,25"
2,15,1,5,5.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"4,5,6,14,16,24,25,26"
2,16,1,6,6.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"5,6,7,15,17,25,26,27"
2,17,1,7,7.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"6,7,8,16,18,26,27,28"
2,18,1,8,8.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"7,8,9,17,19,27,28,29"
2,19,1,9,9.0,1.0,0,healthy,0,7.37,55.17,55.33,0.835,"8,9,18,28,29"
2,20,2,0,0.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"10,11,21,30,31"
2,21,2,1,1.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"10,11,12,20,22,30,31,32"
2,22,2,2,2.0,2.0,1,infected,18,7.37,55.17,55.33,0.835,"11,12,13,21,23,31,32,33"
2,23,2,3,3.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"12,13,14,22,24,32,33,34"
2,24,2,4,4.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"13,14,15,23,25,33,34,35"
2,25,2,5,5.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"14,15,16,24,26,34,35,36"
2,26,2,6,6.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"15,16,17,25,27,35,36,37"
2,27,2,7,7.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"16,17,18,26,28,36,37,38"
2,28,2,8,8.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"17,18,19,27,29,37,38,39"
2,29,2,9,9.0,2.0,0,healthy,0,7.37,55.17,55.33,0.835,"18,19,28,38,39"
2,30,3,0,0.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"20,21,31,40,41"
2,31,3,1,1.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"20,21,22,30,32,40,41,42"
2,32,3,2,2.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"21,22,23,31,33,41,42,43"
2,33,3,3,3.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"22,23,24,32,34,42,43,44"
2,34,3,4,4.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"23,24,25,33,35,43,44,45"
2,35,3,5,5.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"24,25,26,34,36,44,45,46"
2,36,3,6,6.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"25,26,27,35,37,45,46,47"
2,37,3,7,7.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"26,27,28,36,38,46,47,48"
2,38,3,8,8.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"27,28,29,37,39,47,48,49"
2,39,3,9,9.0,3.0,0,healthy,0,7.37,55.17,55.33,0.835,"28,29,38,48,49"
2,40,4,0,0.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"30,31,41,50,51"
2,41,4,1,1.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"30,31,32,40,42,50,51,52"
2,42,4,2,2.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"31,32,33,41,43,51,52,53"
2,43,4,3,3.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"32,33,34,42,44,52,53,54"
2,44,4,4,4.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"33,34,35,43,45,53,54,55"
2,45,4,5,5.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"34,35,36,44,46,54,55,56"
2,46,4,6,6.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"35,36,37,45,47,55,56,57"
2,47,4,7,7.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"36,37,38,46,48,56,57,58"
2,48,4,8,8.0,4.0,0,healthy,0,7.37,55.17,55.33,0.835,"37,38,39,47,49,57,58,59"
